Item #,Model #,Item Name,Description,Product Details,Price (New/Used),Highlights/Features,Average,Pictures,Specifications,Manual / Guides 
206421075,PGTSH,43 in. Steel Shovel,The Easy Digging fork is a revolutionary patented digging tool offering our unique step in the middle design for easier and more efficient digging.  The ergonomic handle allows people of all ages and strengths to simply and effectively turn the tool as needed.  The weight and design of the steel tool allows the tool to do the hard work instead of you.,"Bullet04 : Lifetime warranty,Bullet01 : unique step in the middle design,Bullet02 : Patented ergonomic design,MFG Brand Name : Perfect Garden Tool,Bullet03 : wide grip for more torque",27.25 / 27.25,,4.8333,"https://images.homedepot-static.com/productImages/40392a31-a2b4-46a8-887c-42debdf40dfa/svn/perfect-garden-tool-shovels-pgtsh-64_1000.jpg,https://images.homedepot-static.com/productImages/73cff881-6363-4207-9e80-f29122affce7/svn/perfect-garden-tool-shovels-pgtsh-c3_1000.jpg,https://images.homedepot-static.com/productImages/69fcc843-1f47-48a2-8020-78e57c1229e4/svn/perfect-garden-tool-shovels-pgtsh-4f_1000.jpg","Garden Center Tool Type : Shovel,Returnable : 90-Day,Handle Material : Steel,Product Weight (lb.) : 6,D-Grip Handle : Yes,Blade Material : Steel,Coated Blades : Yes,Blade Length (in.) : 12,Product Depth (in.) : 2,Product Height (in.) : 43,Handle Length (in.) : 43,Product Width (in.) : 16.5,Blade Width (in.) : 8,Manufacturer Warranty : lifetime",Instructions / Assembly : https://images.homedepot-static.com/catalog/pdfImages/1b/1bb7b110-99a7-4021-abfd-f8966a9970b0.pdf
207144863,R494,English Garden 39 In. D-Handle Stainless Steel Border Spade,"This English Garden 39 in. D-Handle Stainless Steel Border Spade has a beautifully crafted ash handle which is tougher and more sustainable than tropical wood, resulting in less vibrations than fiberglass or metal. It's longer than standard handle is attached in the traditional way to the unique, extra-long lipped sockets with multiple rivets for superior strength. This durable and beautiful spade also has a mirror-polished stainless steel head and is a highly functional garden tool that is built to last. It is manufactured by Haws which has been offering high quality English style quality tools to trusted gardeners since 1886.","MFG Brand Name : Unbranded,Bullet02 : Multi-riveted for extra strength,Bullet03 : Mirror-polished stainless steel head cuts through the soil with minimal soil adhesion and it has an extra-long traditional lipped socket for added strength,Bullet04 : Long ash filled YD handle which is as kind on the back as it is on the hands.,Bullet05 : 25 year warranty against manufacture defects,Bullet01 : Versatile and light weight for use in borders and the vegetable gardens to work the soil in between plants where its narrower blade means less root disturbance.",76.03 / 76.03,,0.0,https://images.homedepot-static.com/productImages/161d861d-d497-4486-8d9e-cf72b7d77f0c/svn/shovels-r494-64_1000.jpg,"Garden Center Tool Type : Shovel,Returnable : 90-Day,Handle Material : Wood,Coated Blades : No,Product Weight (lb.) : 3.8,D-Grip Handle : Yes,Blade Material : Steel,Handle Length (in.) : 30,Blade Length (in.) : 9,Blade Width (in.) : 5.5,Product Depth (in.) : 5.5,Product Height (in.) : 39,Product Width (in.) : 5.5,Manufacturer Warranty : 25 year warranty against manufacture defects",
205350371,47026,48 in. Wood Handle Trenching Shovel,This Razor-Back wood 6 in. trenching shovel has a unique blade design that is best for trench clean out. The 6 in. V-shaped blade is designed for digging a narrow trench. The wood handle is made from durable hardwood for years of use.,"Bullet02 : V-shaped blade with rolled step for improved efficiency,Bullet01 : Heavy gauge, tempered steel blade for maximum strength,MFG Brand Name : Razor-Back,Bullet04 : North American hardwood handle,Bullet03 : Used to clear trenches, spillways and ditches",30.11 / 30.11,"Product Highlight 1 : Narrow 6 inch wide heavy gauge steel blade,Product Highlight 2 : Rolled step prevents material build-up,Product Highlight 3 : Strong hardwood handle",5.0,"https://images.homedepot-static.com/productImages/8b7e6955-f302-4a05-bce7-beb5e2588ece/svn/razor-back-shovels-47026-64_1000.jpg,https://images.homedepot-static.com/productImages/8e91a011-aa6d-4b39-9ca2-a69e9a2ec569/svn/razor-back-shovels-47026-c3_1000.jpg,https://images.homedepot-static.com/productImages/bf9d4aaa-3814-4456-b5c6-f8cfc5b6d7f8/svn/razor-back-shovels-47026-4f_1000.jpg,https://images.homedepot-static.com/productImages/a477c2e9-5bbc-436e-bbad-ab83895418c5/svn/razor-back-shovels-47026-1f_1000.jpg","Garden Center Tool Type : Shovel,Returnable : 90-Day,D-Grip Handle : No,Handle Material : Wood,Product Weight (lb.) : 4.9,Blade Material : Steel,Coated Blades : Yes,Product Depth (in.) : 6.5,Blade Length (in.) : 9.6,Handle Length (in.) : 48,Product Width (in.) : 6,Blade Width (in.) : 6,Product Height (in.) : 57.6,Manufacturer Warranty : Lifetime",Instructions / Assembly : https://images.homedepot-static.com/catalog/pdfImages/47/4740c369-4236-4419-8677-d3fd4bbaf847.pdf
205402324,HISC2D-W,Renegade Coal Scoop with Steel Blade and 27 in. Ash Wood D-Handle,"After 35 years, Hisco's mission continues to focus on providing our customers the highest quality professional grade hand tools. The Renegade Coal Scoop with Steel Blade is a strong and sturdy tool that features a D-Grip for maximum control. The blade is extremely tough and can withstand many years of use on the farm or jobsite.","Bullet03 : Composite D-grip,MFG Brand Name : Hisco,Bullet02 : 27 in. US ash handle,Bullet04 : Ideal for work in tight spaces,Bullet01 : 13 in. x 14-1/2 in. tempered steel blade",43.61 / 43.61,,1.0,https://images.homedepot-static.com/productImages/05649429-697f-4000-b28f-531015e4b238/svn/hisco-shovels-hisc2d-w-64_1000.jpg,"Garden Center Tool Type : Shovel,Returnable : 90-Day,Handle Material : Wood,D-Grip Handle : Yes,Blade Material : Steel,Product Weight (lb.) : 5.5,Coated Blades : Yes,Product Height (in.) : 7,Product Width (in.) : 18,Blade Width (in.) : 13,Handle Length (in.) : 27,Blade Length (in.) : 13,Product Depth (in.) : 14,Manufacturer Warranty : Limited lifetime warranty against manufacturer defect under normal intended use",
306220388,PW61K-K-00,Paw Patrol Garden Spade,Your little one will have a handle on digging into any yard task to be done with this Paw Patrol Long Handle Spade. Made of durable materials to hold up use and play. Great for hands on activities and introducing kids to the wonder of nature.,"Bullet04 : Made for little hands,Bullet06 : Great for helping in the yard or garden,Bullet05 : Promotes hands-on activity and shared experiences for the entire family,Bullet01 : Kid sized long handle with paw patrol print,Bullet03 : Metal spade for digging in the garden or sand,Bullet02 : Durable wooden handle,MFG Brand Name : Midwest Gloves & Gear",18.14 / 18.14,,0.0,https://images.homedepot-static.com/productImages/811d65d8-5b8c-4124-975b-835858d0e8c8/svn/midwest-gloves-gear-gardening-tool-accessories-pw61k-k-00-64_1000.jpg,"Garden Center Tool Type : Shovel,Material : Wood,Returnable : 90-Day,Product Weight (lb.) : 0.70 lb,Product Depth (in.) : 2.25 in,Product Height (in.) : 29.53 in,Product Width (in.) : 5.25 in,Manufacturer Warranty : N/A",Instructions / Assembly : https://images.homedepot-static.com/catalog/pdfImages/e5/e569ebc8-c5be-4871-9a88-33584a3ac32d.pdf
203814974,36PW1,20 in. Steel Handle and Poly Combo Blade with Wearstrip Snow Shovel,The Path master Pro Line was designed for consumers who expect a premium grade product. The materials used are the highest grade available. With this construction we are able to assure the product will last a very long time.,"Bullet05 : Steel, aluminum and polypropylene,Bullet01 : Thicker gauge steel handle,Bullet04 : High density poly D-grip,MFG Brand Name : Rugg Manufacturing,Bullet02 : Deep dish, 20 in. polypropylene blade,Bullet03 : Combo blade to push or shovel",39.83 / 39.83,,0.0,https://images.homedepot-static.com/productImages/b59c0d3c-4847-4d7b-9f3d-09bb18cf2b1b/svn/rugg-manufacturing-snow-shovels-ice-scrapers-36pw1-64_1000.jpg,"Returnable : 90-Day,Handle Material : Steel,Blade Material : Plastic,Coated Blades : No,Product Weight (lb.) : 4.3,Garden Center Tool Type : Snow Shovel,Product Depth (in.) : 5.25,Product Width (in.) : 19.75,Handle Length (in.) : 36.0,Blade Width (in.) : 20.0,Product Height (in.) : 50.75,Blade Length (in.) : 13.5 in,Manufacturer Warranty : 10 Years",Instructions / Assembly : https://images.homedepot-static.com/catalog/pdfImages/cd/cd0414a2-2253-438f-9754-213deba72966.pdf
306200423,OS-002,60 in. 1-Shot Shovel with Wings and Extra-Large Footstep by Root Assassin Garden Tools,Patented wings cuts work time and effort the unique shovel with Wings was designed for carrying larger pay loads without spillage off the sides. Ideal for trenching and cutting sod in 1-shot (hence the name) with the added benefits of a cleaner and neater shoveling job. The Wings also significantly increase the strength of the shovel blade and provide extra-foot support for those tough digging jobs. The extra-weight added by the wings is offset by the lighter and stronger fiberglass handle for superior strength of the transition from handle to blade. The shovel has many practical uses and can perform as a round point shovel with extra-capabilities. Huge load capacity. Ergonomic design. Huge foot step for easy use. Lifetime replacement warranty 60 in. L and Weighs just 6 lbs. Steel Blade with Fiberglass Handle.,"MFG Brand Name : Unbranded,Bullet05 : Keeps dirt on the shovel and not on your grass,Bullet01 : Shovel with wings,Bullet04 : Huge load capacity,Bullet03 : Extra-large foot step,Bullet02 : Move earth in 1 shot",44.26 / 44.26,,0.0,"https://images.homedepot-static.com/productImages/99123c73-b4be-4769-b160-223619ad7eac/svn/shovels-os-002-64_1000.jpg,https://images.homedepot-static.com/productImages/fe2433e0-bb5e-4498-8f01-1d0d7f34d25d/svn/shovels-os-002-a0_1000.jpg,https://images.homedepot-static.com/productImages/fa6329ae-f7f5-4d90-9735-2f77993d3785/svn/shovels-os-002-1d_1000.jpg,https://images.homedepot-static.com/productImages/e25654d3-1fa9-421a-a159-1c3d5dd77e5a/svn/shovels-os-002-66_1000.jpg,https://images.homedepot-static.com/productImages/73c8ba6b-a1a4-4286-81e6-44018126e56c/svn/shovels-os-002-c3_1000.jpg,https://images.homedepot-static.com/productImages/2e60adeb-54e5-42d7-9ea6-82d6669ba27c/svn/shovels-os-002-4f_1000.jpg,https://images.homedepot-static.com/productImages/f43330ec-abd1-4673-bbd7-ef65eeb641a6/svn/shovels-os-002-1f_1000.jpg,https://images.homedepot-static.com/productImages/1f3f9241-e723-47d3-b706-c4a3f7049930/svn/shovels-os-002-44_1000.jpg,https://images.homedepot-static.com/productImages/26b6855d-0a42-4d5b-af53-13b09d302004/svn/shovels-os-002-fa_1000.jpg,https://images.homedepot-static.com/productImages/4f0c51ef-be10-4300-af46-4f83f4d61e7c/svn/shovels-os-002-76_1000.jpg","Handle Material : Fiberglass,Garden Center Tool Type : Shovel,Returnable : 90-Day,D-Grip Handle : No,Coated Blades : No,Product Weight (lb.) : 6 lb,Blade Material : Steel,Product Height (in.) : 60 in,Handle Length (in.) : 60,Blade Length (in.) : 12 in,Product Depth (in.) : 6 in,Blade Width (in.) : 9,Product Width (in.) : 9 in,Manufacturer Warranty : lifetime replacement",Instructions / Assembly : https://images.homedepot-static.com/catalog/pdfImages/e2/e27f0ab1-d8af-4d66-8536-55c88ddfe1b1.pdf
207144861,R490,English Garden 41 in. D-Handle Stainless Steel Digging Spade,"This English Garden 41 in. D-Handle Stainless Steel Digging Spade has a beautifully crafted ash handle which is tougher and more sustainable than tropical wood, resulting in less vibrations than fiberglass or metal. It's longer than standard handle is attached in the traditional way to the unique, extra-long lipped sockets with multiple rivets for superior strength. This durable and beautiful spade also has a mirror-polished stainless steel head and is a highly functional garden tool that is built to last. It is manufactured by Haws which has been offering high quality English style quality tools to trusted gardeners since 1886.","MFG Brand Name : Unbranded,Bullet02 : Multi-riveted for extra strength,Bullet01 : An essential tool for general digging jobs around the garden from lifting and planting to helping break up and improve soil structure which in turn promotes healthy root growth,Bullet03 : Mirror-polished stainless steel head cuts through the soil with minimal soil adhesion and it has an extra-long traditional lipped socket for added strength,Bullet04 : Long ash filled YD handle which is as kind on the back as it is on the hands.,Bullet05 : 25 year warranty against manufacture defects",78.2 / 78.2,,5.0,https://images.homedepot-static.com/productImages/55ce7a91-5da8-4ccf-8655-aa22a060fb67/svn/shovels-r490-64_1000.jpg,"Garden Center Tool Type : Shovel,Returnable : 90-Day,Handle Material : Wood,Coated Blades : No,D-Grip Handle : Yes,Blade Material : Steel,Product Weight (lb.) : 4.5,Handle Length (in.) : 30,Product Height (in.) : 41,Product Width (in.) : 7.5,Product Depth (in.) : 7.5,Blade Width (in.) : 7.5,Blade Length (in.) : 11,Manufacturer Warranty : 25 year warranty against manufacture defects",
203153083,72157,27 in. Fiberglass Handle Aluminium Scoop,"Nupla has been an innovator for over 70 years in the development of fiberglass technologies and has earned the reputation as the industry standard for fiberglass striking, cutting, digging, and fire tools. Nupla handles are unaffected by sub zero temperatures, do not conduct heat or cold and are impervious to industrial chemicals. Nupla handles are also non-conductive and have a built in dielectric safety feature since Lifetime Nuplaglas is one of the finest insulators available. The 27 in. Aluminium Scoop handle is solid pultruded fiberglass made with thousands of fiberglass strands and a unique resin making it super strong and resistant to weather, chemicals and insects (unlike most wooden handles). The scoop can be used for house and road construction, farming, landscaping, utilities, and any other heavy duty application requiring concerted use of force.","MFG Brand Name : Nupla,Bullet02 : All Nupla tools feature lifetime Nuplaglas handles for strength, safety, and durability,Bullet05 : All Nupla products are warranted against any and all defects in material or manufacturing,Bullet08 : Nuplaglas handles have a longer job site life expectancy since they are unaffected by moisture, fungus, termites or dry rot that destroy wood handles,Bullet06 : Classic Lifetime Nuplaglas handles do not absorb moisture,Bullet07 : Nupla handles are unaffected by sub zero temperatures, do not conduct heat or cold and are impervious to industrial chemicals,Bullet03 : Nupla's non-slip handle designs can be used in wet conditions where moisture-laden wood or tubular steel would have disastrous results,Bullet01 : All Nupla handles are proudly manufactured in the USA,Bullet04 : Smooth, resin rich Nupla handle surfaces protect users from splinters and resist UV deterioration",58.26 / 58.26,,5.0,https://images.homedepot-static.com/productImages/64ae2740-f2df-416e-b1d6-6f757a06c64f/svn/nupla-shovels-72157-64_1000.jpg,"Handle Material : Fiberglass,Garden Center Tool Type : Shovel,Returnable : 90-Day,Product Weight (lb.) : 3.33 lb,Blade Material : Aluminum,D-Grip Handle : Yes,Coated Blades : Yes,Blade Length (in.) : 18.75 in,Blade Width (in.) : 14.75,Product Height (in.) : 11.5,Product Width (in.) : 15,Handle Length (in.) : 27,Product Depth (in.) : 27,Manufacturer Warranty : Lifetime",
306606996,22811,45 in. Root Slayer Drain Spade,"After observing an irrigation crew working on a problem sprinkler head on a golf course, it seemed like a no brainer to extend the Root Slayer technology to a drain spade. The Root Slayer Drain Spade is extra-long and narrow, and ready to rip right through dense mats of roots. The inverted V cutting tip and arrays of ripsaw cutting teeth on both edges make quick work of obstructions. Whether digging a trench, uprooting a shrub, or cleaning out an existing drainage ditch, you'll really appreciate the strength and sharpness of this ergonomic tool.","Bullet06 : Shaft made of reinforced 13-gauge resin-encased fiberglass and non-latex grips at top,Bullet07 : Designed to relieve arm, hand, and wrist stress,Bullet10 : Lifetime manufacturer guarantee (continental US only),Bullet04 : Room for both hands and provides extra leverage and reduces hand stress,Bullet09 : Regularly clean and sharpen blade to maintain quality and performance of the blade,MFG Brand Name : Radius Garden,Bullet02 : Ideal for digging a trench or cleaning out a drainage ditch,Bullet01 : Extra long and narrow with inverted, V-shaped cutting tip and specially designed teeth rip through dirt and roots with ease,Bullet05 : Blade made of powder-coated carbon steel for ultimate strength when digging,Bullet08 : Comfortable and strong enough for every garden task,Bullet03 : Patented O-handle features 4-times the gripping surface of conventional tools",49.99 / 49.99,,0.0,https://images.homedepot-static.com/productImages/b320d04b-36ae-48df-b817-cbd3c9d94b4b/svn/radius-garden-shovels-22811-64_1000.jpg,"Handle Material : Polypropylene,Garden Center Tool Type : Shovel,Returnable : 90-Day,D-Grip Handle : No,Coated Blades : No,Blade Material : Steel,Product Weight (lb.) : 5.25 lb,Handle Length (in.) : 29.25,Blade Width (in.) : 8.5,Blade Length (in.) : 16.5 in,Product Height (in.) : 2.25 in,Product Depth (in.) : 45.75 in,Product Width (in.) : 8.5 in,Manufacturer Warranty : Lifetime",Instructions / Assembly : https://images.homedepot-static.com/catalog/pdfImages/04/0450d189-0fcd-4934-9f24-287b510c0806.pdf
205347996,92718,12-Gauge Irrigation Shovel with American Ash Long Handle,"The Bully Tools 12-Gauge Irrigation Shovel's blade measures 10.5 in. x 8.75 in. with a 46.5 in. American Ash handle. Tool measures 57 in. long. The Bully Tools Irrigation Shovel comes with a limited lifetime warranty that protects against defects in material and workmanship. Founded in 1994. Bully Tools manufactures gardening and farm tools, shingle removers, floor scrapers, forestry and other specialty tools. With an unprecedented history of quality, Bully Tools is committed to applying the same reliability to our business practices. Bully Tools continues to grow and adapt to meet the ever changing needs of the economy and their consumers.","Bullet03 : Has a reinforced American ash long handle,Bullet04 : Comes with a limited lifetime warranty,Bullet02 : Features a closed back and an reinforced handle an extended length ferrule,Bullet01 : Features a foot step,MFG Brand Name : Bully Tools",54.76 / 54.76,"Product Highlight 3 : Perfect tool for digging and landscaping,Product Highlight 2 : Manufactured strong and durable,Product Highlight 1 : Handle designed to increase leverage and reduce fatigue",5.0,"https://images.homedepot-static.com/productImages/0668ea75-f587-4562-b7bb-81f0285b4d8b/svn/bully-tools-shovels-92718-64_1000.jpg,https://images.homedepot-static.com/productImages/c27d8e19-e002-4f1d-ba64-bdc8e8ae0fec/svn/bully-tools-shovels-92718-c3_1000.jpg","Garden Center Tool Type : Shovel,Returnable : 90-Day,D-Grip Handle : No,Handle Material : Wood,Coated Blades : No,Blade Material : Steel,Product Weight (lb.) : 4.75,Product Depth (in.) : 3.5,Handle Length (in.) : 46.5,Product Width (in.) : 8.75,Product Height (in.) : 57,Blade Length (in.) : 10.5,Blade Width (in.) : 8.75,Manufacturer Warranty : Limited Lifetime Warranty","Instructions / Assembly : https://images.homedepot-static.com/catalog/pdfImages/11/1135e9c1-2010-4aa3-b54e-3b70124b3b92.pdf,Product Brochure : https://images.homedepot-static.com/catalog/pdfImages/69/69f97a06-82dc-45b6-b023-f7a17ef22ab8.pdf"
205348110,91109,10-Gauge Shingle Bully with Steel Handle and Beveled Teeth,"The Bully Tools 10-Gauge Shingle Bully's head measures 9.75 in. x 14.5 in. Handle from head measures 43.5 in. The tool comes with a limited lifetime warranty that protects against defects in material and workmanship. Founded in 1994. Bully Tools manufactures gardening and farm tools, shingle removers, floor scrapers, forestry and other specialty tools. With an unprecedented history of quality, Bully Tools is committed to applying the same reliability to our business practices. Bully Tools continues to grow and adapt to meet the ever changing needs of the economy and their consumers.","Bullet04 : Comes with a limited lifetime warranty,MFG Brand Name : Bully Tools,Bullet02 : Features a steel handle 1 in. Dia,Bullet01 : 10 beveled teeth,Bullet03 : Tool length: 57 in.",50.21 / 50.21,"Product Highlight 2 : Manufactured strong and durable,Product Highlight 3 : Perfect tool for removing shingles,Product Highlight 1 : Handle designed to increase leverage and reduce fatigue",5.0,"https://images.homedepot-static.com/productImages/c500158e-d83f-4c13-ae60-fd2e7f3c6141/svn/bully-tools-snow-shovels-ice-scrapers-91109-64_1000.jpg,https://images.homedepot-static.com/productImages/a3d87286-f4c2-42d1-89bd-36742cf196ff/svn/bully-tools-snow-shovels-ice-scrapers-91109-c3_1000.jpg,https://images.homedepot-static.com/productImages/2d75f9bd-9f74-4d85-ae21-0205664b843c/svn/bully-tools-snow-shovels-ice-scrapers-91109-4f_1000.jpg,https://images.homedepot-static.com/productImages/592db10a-b0bc-430c-979c-0562f9d6d394/svn/bully-tools-snow-shovels-ice-scrapers-91109-1f_1000.jpg,https://images.homedepot-static.com/productImages/b3e455b3-2e19-46de-b8e8-5b7e12dbe68a/svn/bully-tools-snow-shovels-ice-scrapers-91109-44_1000.jpg","Garden Center Tool Type : Roof Rake,Product Weight (lb.) : 6.9,Returnable : 90-Day,Handle Material : Steel,Head Material : Steel,Handle Length (in.) : 43.5,Head Height (in.) : 9.75,Product Width (in.) : 9.75,Rake Width (in.) : 9.75,Product Depth (in.) : 8.25,Product Height (in.) : 57,Manufacturer Warranty : Limited Lifetime Warranty",Instructions / Assembly : https://images.homedepot-static.com/catalog/pdfImages/c9/c9b492f2-0d62-43d2-8786-85d2ae9ad488.pdf
305438516,RIC-181,18 in. Steel Handle Polypropylene Blade Ergonomic Snow Shovel,"This outdoor pusher/shovel combo blade makes it easy to both push and lift snow to more evenly and easily clear out a walkway, driveway or patio. Plus, the angle of the shovel blade or handle can be adjusted to suit every person's needs. The shovel features a powder-coated steel handle with a D-shaped polypropylene grip as well as a polypropylene shovel with metal scraper blade.","Bullet02 : Snow shovel features a powder-coated steel handle with D-shaped polypropylene plastic grip and a durable metal scraper wear strip,Bullet01 : Shovel blade is 18 in. W x 13 in. tall, overall height is 53 in., making it the ideal size for removing snow on your driveway or deck,Bullet04 : Adjust the handle angle and/or the shovel angle for a more comfortable experience, also can use the different angles for pushing, lifting and digging,MFG Brand Name : CASL Brands,Bullet03 : Adjustable shovel features a combination concave and flat design for effective lifting and pushing capability that relieve back pain,Bullet05 : CASL Brands backs its products with a 1-year manufacturer's warranty for worry-free purchasing",39.95 / 39.95,"Product Highlight 3 : Powder-coated steel handle with polypropylene plastic grip,Product Highlight 1 : Egonomic snow shovel pusher has a 18 in. long metal blade,Product Highlight 2 : Combination concave and flat design for effective lifting",4.0,"https://images.homedepot-static.com/productImages/f632c90c-ae60-43ea-9fac-108b27bd5c29/svn/casl-brands-snow-shovels-ice-scrapers-ric-181-64_1000.jpg,https://images.homedepot-static.com/productImages/119f1bf8-2bd6-4bdf-8484-13d5059e9863/svn/casl-brands-snow-shovels-ice-scrapers-ric-181-c3_1000.jpg,https://images.homedepot-static.com/productImages/0e3b053e-c8f7-48b7-be75-8c2b320d443a/svn/casl-brands-snow-shovels-ice-scrapers-ric-181-4f_1000.jpg,https://images.homedepot-static.com/productImages/7787c6bc-6dd1-4b39-a60a-e13c6735cbbf/svn/casl-brands-snow-shovels-ice-scrapers-ric-181-1f_1000.jpg,https://images.homedepot-static.com/productImages/8685ea21-4bed-49e9-ba89-510f754d1eed/svn/casl-brands-snow-shovels-ice-scrapers-ric-181-44_1000.jpg,https://images.homedepot-static.com/productImages/9108a543-dfac-4d83-aceb-ee64faf5dceb/svn/casl-brands-snow-shovels-ice-scrapers-ric-181-fa_1000.jpg,https://images.homedepot-static.com/productImages/7f953863-107d-4e96-abaa-4d013e88cae9/svn/casl-brands-snow-shovels-ice-scrapers-ric-181-31_1000.jpg","Returnable : 90-Day,Handle Material : Steel,Blade Material : Plastic,Coated Blades : No,Product Weight (lb.) : 4.5 lb,Garden Center Tool Type : Snow Shovel,Product Depth (in.) : 4 in,Blade Width (in.) : 18,Product Height (in.) : 53 in,Product Width (in.) : 18 in,Blade Length (in.) : 13 in,Handle Length (in.) : 5,Manufacturer Warranty : 1 Year","Instructions / Assembly : https://images.homedepot-static.com/catalog/pdfImages/bf/bf7587fd-3a38-441d-a4d7-aaff8b24c9f0.pdf,Warranty : https://images.homedepot-static.com/catalog/pdfImages/78/78b80a7b-b2cc-4f67-a6b8-ed48bbdbf0a9.pdf"
205348058,92711,14-Gauge Floral Spade with Fiberglass D-Grip Handle,"Bully Tools American ash shovels utilize the curved wood handle design preferred by contractors. Wood handles have less give, but are just as strong as our fiberglass handles. All Bully Tools shovels have a closed back design that prevents debris getting stuck while digging. We use true 14-Gauge steel, which is thicker than what is typically marketed as 14-Gauge. The extended ferrule and welded I-beam support increases strength while prying. In testing, the steel shovel head bends before the handle breaks in both wood and fiberglass models. The Dgrips have been redesigned for superior comfort and durability. Made with a special no-break Polypropylene co-polymer, you won't find a stronger dgrip. Watch our video to see it crush a cement block.","Bullet07 : Wide forward step provides greater control,Bullet04 : Welded I-Beam Construction prevents bending along ferrule,Bullet05 : Closed back design prevents debris buildup,Bullet08 : Extra thick American ash handle,Bullet03 : True 14-Gauge steel blade,Bullet06 : Extended steel ferrule increases strength,MFG Brand Name : Bully Tools,Bullet09 : Not just a plastic Dgrip No-Break Polypropylene Co-Polymer Dgrip with extra wide design and no-slip texture,Bullet01 : Commercial grade,Bullet02 : Limited lifetime warranty",31.45 / 31.45,"Product Highlight 3 : Perfect tool for digging and landscaping,Product Highlight 2 : Manufactured strong and durable,Product Highlight 1 : Handle designed to increase leverage and reduce fatigue",3.0,"https://images.homedepot-static.com/productImages/6112eac7-8319-469e-889f-2a7d6d16ca19/svn/bully-tools-shovels-92711-64_1000.jpg,https://images.homedepot-static.com/productImages/a3d87286-f4c2-42d1-89bd-36742cf196ff/svn/bully-tools-shovels-92711-c3_1000.jpg","Handle Material : Fiberglass,Garden Center Tool Type : Shovel,Returnable : 90-Day,D-Grip Handle : No,Coated Blades : No,Blade Material : Steel,Product Weight (lb.) : 3.3,Blade Width (in.) : 6.75,Product Height (in.) : 39.25,Product Depth (in.) : 4.25,Product Width (in.) : 6.75,Blade Length (in.) : 8.5,Handle Length (in.) : 31.75,Manufacturer Warranty : Limited Lifetime Warranty",Instructions / Assembly : https://images.homedepot-static.com/catalog/pdfImages/11/1135e9c1-2010-4aa3-b54e-3b70124b3b92.pdf
301437246,RA-15,Enclosed Trailer 6 Straight Handle Shovel Rack,"Rack'em enclosed trailer equipment racks feature a hook design at the top of the rack that allows them to hang from the metal frame runner at the top of the side walls on the trailer for added strength. The rack is pre-drilled so that they may be screwed securely to the wall. The ""Hammered"" paint finish is durable and will last for many years.","MFG Brand Name : Unbranded,Bullet01 : Rack can hold up to 6 shovels or similar long handled tools in an enclosed trailer,Bullet02 : Reduces tool clutter inside of enclosed trailers,Bullet03 : Compacted space saving design,Bullet05 : Mounting hardware not included,Bullet04 : Great for hard scaping",59.99 / 59.99,,0.0,"https://images.homedepot-static.com/productImages/7b174cd8-a48f-448a-a0b0-581bf8b2fae8/svn/miscellaneous-parts-ra-15-64_1000.jpg,https://images.homedepot-static.com/productImages/522af369-2c5f-48da-8568-e50705a553d1/svn/miscellaneous-parts-ra-15-c3_1000.jpg","Returnable : 90-Day,Accessory Type : Other Accessories,Product Depth (in.) : 10.75 in,Product Height (in.) : 19 in,Product Width (in.) : 5.375 in,Manufacturer Warranty : Lifetime Warranty","Use and Care Manual : https://images.homedepot-static.com/catalog/pdfImages/d1/d17909a1-1915-406b-95e0-1399f718de87.pdf,Replacement Part List : https://images.homedepot-static.com/catalog/pdfImages/8f/8f11c6cc-fdd3-431c-8c88-30a1d138e603.pdf,Warranty : https://images.homedepot-static.com/catalog/pdfImages/25/25f68802-1813-4bb0-af96-8d9f67045afe.pdf"
